"time","tank_id","t_is","h_valve","t_valve"
"2023-11-09 00:34:05+00",78,"21.9",NULL,"0"
"2023-11-09 00:39:38+00",78,"22",NULL,"0"
"2023-11-09 00:42:58+00",78,NULL,0,NULL
"2023-11-09 01:32:58+00",78,"21.9",NULL,"0"
"2023-11-09 01:34:05+00",78,"22",NULL,"0"
"2023-11-09 01:35:11+00",78,"21.9",NULL,"0"
"2023-11-09 01:36:18+00",78,"22",NULL,"0"
"2023-11-09 01:37:24+00",78,"21.9",NULL,"0"
"2023-11-09 01:42:57+00",78,"22",NULL,"0"
"2023-11-09 01:44:04+00",78,"21.9",NULL,"0"
"2023-11-09 02:29:39+00",78,"21.8",NULL,"0"
"2023-11-09 02:30:46+00",78,"21.9",NULL,"0"
"2023-11-09 02:32:59+00",78,"21.8",NULL,"0"
"2023-11-09 03:10:44+00",78,NULL,1,NULL
"2023-11-09 03:21:50+00",78,"21.9",NULL,"0"
"2023-11-09 03:38:29+00",78,"22",NULL,"0"
"2023-11-09 03:55:10+00",78,"22.1",NULL,"0"
"2023-11-09 04:10:48+00",78,"22.2",NULL,"0"
"2023-11-09 04:23:01+00",78,NULL,0,NULL
"2023-11-09 04:23:01+00",78,"22.2",NULL,"1"
"2023-11-09 04:24:07+00",78,"22.3",NULL,"1"
"2023-11-09 04:28:34+00",78,"22.2",NULL,"1"
"2023-11-09 04:29:41+00",78,"22.1",NULL,"1"
"2023-11-09 04:33:01+00",78,"22",NULL,"1"
"2023-11-09 04:34:08+00",78,"22",NULL,"0"
"2023-11-09 04:36:21+00",78,"21.9",NULL,"0"
"2023-11-09 04:40:46+00",78,"21.8",NULL,"0"
"2023-11-09 05:53:03+00",78,NULL,1,NULL
"2023-11-09 06:00:48+00",78,"21.9",NULL,"0"
"2023-11-09 06:06:24+00",78,"22",NULL,"0"
"2023-11-09 06:09:50+00",78,NULL,2,NULL
"2023-11-09 06:10:57+00",78,NULL,0,NULL
"2023-11-09 06:16:30+00",78,"22.1",NULL,"0"
"2023-11-09 06:18:43+00",78,"22",NULL,"0"
"2023-11-09 06:19:50+00",78,"22.1",NULL,"0"
"2023-11-09 06:20:57+00",78,"22",NULL,"0"
"2023-11-09 06:22:04+00",78,"22.1",NULL,"0"
"2023-11-09 06:24:18+00",78,"22",NULL,"0"
"2023-11-09 06:57:37+00",78,"21.9",NULL,"0"
"2023-11-09 06:58:44+00",78,"22",NULL,"0"
"2023-11-09 07:03:11+00",78,"21.9",NULL,"0"
"2023-11-09 07:04:18+00",78,"22",NULL,"0"
"2023-11-09 07:07:37+00",78,"21.9",NULL,"0"
"2023-11-09 08:05:22+00",78,"21.8",NULL,"0"
"2023-11-09 08:11:05+00",78,"21.9",NULL,"0"
"2023-11-09 08:12:11+00",78,"21.8",NULL,"0"
"2023-11-09 08:50:59+00",78,NULL,1,NULL
"2023-11-09 09:03:11+00",78,"21.9",NULL,"0"
"2023-11-09 09:26:47+00",78,"22",NULL,"0"
"2023-11-09 09:33:26+00",78,NULL,0,NULL
"2023-11-09 10:21:12+00",78,"21.9",NULL,"0"
"2023-11-09 10:22:19+00",78,"22",NULL,"0"
"2023-11-09 10:27:52+00",78,"21.9",NULL,"0"
"2023-11-09 10:30:05+00",78,"22",NULL,"0"
"2023-11-09 10:31:11+00",78,"21.9",NULL,"0"
"2023-11-09 11:11:17+00",78,"21.8",NULL,"0"
"2023-11-09 11:12:24+00",78,"21.9",NULL,"0"
"2023-11-09 11:15:43+00",78,"21.8",NULL,"0"
"2023-11-09 11:16:50+00",78,"21.9",NULL,"0"
"2023-11-09 11:19:04+00",78,"21.8",NULL,"0"
"2023-11-09 11:20:10+00",78,"21.9",NULL,"0"
"2023-11-09 11:22:22+00",78,"21.8",NULL,"0"
"2023-11-09 11:25:42+00",78,"21.9",NULL,"0"
"2023-11-09 11:27:55+00",78,"21.8",NULL,"0"
"2023-11-09 12:12:27+00",78,NULL,1,NULL
"2023-11-09 12:14:41+00",78,"21.7",NULL,"0"
"2023-11-09 12:15:47+00",78,"21.8",NULL,"0"
"2023-11-09 12:24:40+00",78,"21.9",NULL,"0"
"2023-11-09 12:39:04+00",78,"22",NULL,"0"
"2023-11-09 12:43:30+00",78,NULL,0,NULL
"2023-11-09 13:23:39+00",78,"21.9",NULL,"0"
"2023-11-09 13:24:46+00",78,"22",NULL,"0"
"2023-11-09 13:25:52+00",78,"21.9",NULL,"0"
"2023-11-09 14:18:12+00",78,"21.8",NULL,"0"
"2023-11-09 14:19:18+00",78,"21.9",NULL,"0"
"2023-11-09 14:28:11+00",78,"21.8",NULL,"0"
"2023-11-09 14:29:17+00",78,"21.9",NULL,"0"
"2023-11-09 14:30:23+00",78,"21.8",NULL,"0"
"2023-11-09 14:33:43+00",78,"21.9",NULL,"0"
"2023-11-09 14:34:50+00",78,"21.8",NULL,"0"
"2023-11-09 15:13:46+00",78,NULL,1,NULL
